STATE/UT,YEAR,DEMOGRAPHIC PARTICULARS,Male Convicts,Female Convicts,Total Convicts,Male Under trial,Female Under trial,Total Under trial,Male Detenues,Female Detenues,Total Detenues,Male Others,Female Others,Total Others,Total Male,Total Female,Grand Total
JHARKHAND,2006,Educational Standard - Illiterate,2991,171,3162,5668,357,6025,0,0,0,0,0,0,8659,528,9187
JHARKHAND,2006,Educational Standard - Below Class X,2230,64,2294,4342,136,4478,0,0,0,0,0,0,6572,200,6772
JHARKHAND,2006,Educational Standard - Class X and above but below graduate,1232,11,1243,2320,38,2358,1,0,1,0,0,0,3553,49,3602
JHARKHAND,2006,Educational Standard - Graduate,503,0,503,351,2,353,0,0,0,0,0,0,854,2,856
JHARKHAND,2006,Educational Standard - Post-Graduate,128,0,128,98,0,98,0,0,0,0,0,0,226,0,226
JHARKHAND,2006,Educational Standard - Holding technical degree/diploma etc,39,0,39,27,0,27,0,0,0,0,0,0,66,0,66
JHARKHAND,2007,Educational Standard,5681,184,5865,11590,473,12063,6,0,6,2,0,2,17279,657,17936
JHARKHAND,2007,Educational Standard - Illiterate,1821,85,1906,4305,289,4594,0,0,0,2,0,2,6128,374,6502
JHARKHAND,2007,Educational Standard - Below Class X,1585,74,1659,4443,153,4596,3,0,3,0,0,0,6031,227,6258
JHARKHAND,2007,Educational Standard - Class X and above but below graduate,1532,24,1556,2377,31,2408,2,0,2,0,0,0,3911,55,3966
JHARKHAND,2007,Educational Standard - Graduate,527,1,528,369,0,369,1,0,1,0,0,0,897,1,898
JHARKHAND,2007,Educational Standard - Post-Graduate,83,0,83,65,0,65,0,0,0,0,0,0,148,0,148
JHARKHAND,2007,Educational Standard - Holding technical degree/diploma etc,133,0,133,31,0,31,0,0,0,0,0,0,164,0,164
JHARKHAND,2008,Educational Standard,5614,170,5784,12128,482,12610,6,0,6,3,0,3,17751,652,18403
JHARKHAND,2008,Educational Standard - Illiterate,888,82,970,2712,230,2942,0,0,0,0,0,0,3600,312,3912
JHARKHAND,2008,Educational Standard - Below Class X,3517,83,3600,6786,219,7005,4,0,4,1,0,1,10308,302,10610
JHARKHAND,2008,Educational Standard - Class X and above but below graduate,834,2,836,2078,28,2106,1,0,1,1,0,1,2914,30,2944
JHARKHAND,2008,Educational Standard - Graduate,286,3,289,449,3,452,1,0,1,1,0,1,737,6,743
JHARKHAND,2008,Educational Standard - Post-Graduate,80,0,80,95,2,97,0,0,0,0,0,0,175,2,177
JHARKHAND,2008,Educational Standard - Holding technical degree/diploma etc,9,0,9,8,0,8,0,0,0,0,0,0,17,0,17
JHARKHAND,2009,Educational Standard,5342,167,5509,11198,484,11682,5,0,5,0,0,0,16545,651,17196
JHARKHAND,2009,Educational Standard - Illiterate,600,35,635,2075,201,2276,0,0,0,0,0,0,2675,236,2911
JHARKHAND,2009,Educational Standard - Below Class X,3541,126,3667,6276,226,6502,5,0,5,0,0,0,9822,352,10174
JHARKHAND,2009,Educational Standard - Class X and above but below graduate,884,6,890,2301,48,2349,0,0,0,0,0,0,3185,54,3239
JHARKHAND,2009,Educational Standard - Graduate,237,0,237,433,4,437,0,0,0,0,0,0,670,4,674
JHARKHAND,2009,Educational Standard - Post-Graduate,65,0,65,78,4,82,0,0,0,0,0,0,143,4,147
JHARKHAND,2009,Educational Standard - Holding technical degree/diploma etc,15,0,15,35,1,36,0,0,0,0,0,0,50,1,51
JHARKHAND,2010,Educational Standard,5093,168,5261,12226,539,12765,16,0,16,0,0,0,17335,707,18042
JHARKHAND,2010,Educational Standard - Illiterate,731,68,799,2824,254,3078,0,0,0,0,0,0,3555,322,3877
JHARKHAND,2010,Educational Standard - Below Class X,3172,82,3254,5961,205,6166,8,0,8,0,0,0,9141,287,9428
JHARKHAND,2010,Educational Standard - Class X and above but below graduate,830,16,846,2702,71,2773,8,0,8,0,0,0,3540,87,3627
JHARKHAND,2010,Educational Standard - Graduate,275,2,277,546,6,552,0,0,0,0,0,0,821,8,829
JHARKHAND,2010,Educational Standard - Post-Graduate,56,0,56,102,3,105,0,0,0,0,0,0,158,3,161
JHARKHAND,2010,Educational Standard - Holding technical degree/diploma etc,29,0,29,91,0,91,0,0,0,0,0,0,120,0,120
JHARKHAND,2011,Educational Standard,4354,139,4493,11495,578,12073,17,1,18,2,0,2,15868,718,16586
JHARKHAND,2011,Educational Standard - Illiterate,647,52,699,2876,308,3184,2,0,2,0,0,0,3525,360,3885
JHARKHAND,2011,Educational Standard - Below Class X,2452,71,2523,5764,198,5962,8,0,8,1,0,1,8225,269,8494
JHARKHAND,2011,Educational Standard - Class X and above but below graduate,875,14,889,2225,61,2286,6,0,6,1,0,1,3107,75,3182
JHARKHAND,2011,Educational Standard - Graduate,280,2,282,500,7,507,0,0,0,0,0,0,780,9,789
JHARKHAND,2011,Educational Standard - Post-Graduate,66,0,66,66,4,70,1,1,2,0,0,0,133,5,138
JHARKHAND,2011,Educational Standard - Holding technical degree/diploma etc,34,0,34,64,0,64,0,0,0,0,0,0,98,0,98
JHARKHAND,2012,Educational Standard,4135,144,4279,12435,600,13035,16,0,16,1,0,1,16587,744,17331
JHARKHAND,2012,Educational Standard - Illiterate,605,66,671,3104,290,3394,5,0,5,0,0,0,3714,356,4070
JHARKHAND,2012,Educational Standard - Below Class X,2079,56,2135,5579,208,5787,7,0,7,1,0,1,7666,264,7930
JHARKHAND,2012,Educational Standard - Class X and above but below graduate,1007,19,1026,2918,81,2999,3,0,3,0,0,0,3928,100,4028
JHARKHAND,2012,Educational Standard - Graduate,280,3,283,671,19,690,0,0,0,0,0,0,951,22,973
JHARKHAND,2012,Educational Standard - Post-Graduate,96,0,96,70,2,72,0,0,0,0,0,0,166,2,168
JHARKHAND,2012,Educational Standard - Holding technical degree/diploma etc,68,0,68,93,0,93,1,0,1,0,0,0,162,0,162
KARNATAKA,2001,Educational Standard,1849,54,1903,7517,199,7716,122,0,122,5,0,5,9493,253,9746
KARNATAKA,2001,Educational Standard - Illiterate,555,16,571,2631,69,2700,57,0,57,3,0,3,3246,85,3331
KARNATAKA,2001,Educational Standard - Below Class X,1109,32,1141,4134,127,4261,33,0,33,2,0,2,5278,159,5437
KARNATAKA,2001,Educational Standard - Class X and above but below graduate,132,6,138,677,2,679,28,0,28,0,0,0,837,8,845
KARNATAKA,2001,Educational Standard - Graduate,37,0,37,37,1,38,0,0,0,0,0,0,74,1,75
KARNATAKA,2001,Educational Standard - Post-Graduate,4,0,4,12,0,12,0,0,0,0,0,0,16,0,16
KARNATAKA,2001,Educational Standard - Holding technical degree/diploma etc,12,0,12,26,0,26,4,0,4,0,0,0,42,0,42
KARNATAKA,2002,Educational Standard,2215,83,2298,7709,263,7972,120,4,124,18,0,18,10062,350,10412
KARNATAKA,2002,Educational Standard - Illiterate,592,31,623,2741,86,2827,54,2,56,1,0,1,3388,119,3507
KARNATAKA,2002,Educational Standard - Below Class X,1261,41,1302,4178,142,4320,31,1,32,5,0,5,5475,184,5659
KARNATAKA,2002,Educational Standard - Class X and above but below graduate,287,8,295,702,27,729,26,0,26,8,0,8,1023,35,1058
KARNATAKA,2002,Educational Standard - Graduate,32,3,35,41,6,47,2,1,3,3,0,3,78,10,88
KARNATAKA,2002,Educational Standard - Post-Graduate,9,0,9,16,2,18,0,0,0,0,0,0,25,2,27
KARNATAKA,2002,Educational Standard - Holding technical degree/diploma etc,34,0,34,31,0,31,7,0,7,1,0,1,73,0,73
KARNATAKA,2004,Educational Standard,3321,126,3447,7655,307,7962,119,3,122,11,0,11,11106,436,11542
KARNATAKA,2004,Educational Standard - Illiterate,903,41,944,2661,97,2758,55,1,56,2,0,2,3621,139,3760
KARNATAKA,2004,Educational Standard - Below Class X,1657,52,1709,4145,168,4313,31,0,31,2,0,2,5835,220,6055
KARNATAKA,2004,Educational Standard - Class X and above but below graduate,574,12,586,703,23,726,27,1,28,3,0,3,1307,36,1343
KARNATAKA,2004,Educational Standard - Graduate,77,9,86,61,9,70,2,0,2,2,0,2,142,18,160
KARNATAKA,2004,Educational Standard - Post-Graduate,17,4,21,29,3,32,1,0,1,0,0,0,47,7,54
KARNATAKA,2004,Educational Standard - Holding technical degree/diploma etc,93,8,101,56,7,63,3,1,4,2,0,2,154,16,170
KARNATAKA,2005,Educational Standard,3905,144,4049,7683,296,7979,150,8,158,41,0,41,11779,448,12227
KARNATAKA,2005,Educational Standard - Illiterate,1168,27,1195,2627,91,2718,71,4,75,21,0,21,3887,122,4009
KARNATAKA,2005,Educational Standard - Below Class X,1913,74,1987,4197,161,4358,43,2,45,7,0,7,6160,237,6397
KARNATAKA,2005,Educational Standard - Class X and above but below graduate,617,14,631,701,24,725,29,1,30,3,0,3,1350,39,1389
KARNATAKA,2005,Educational Standard - Graduate,81,12,93,67,11,78,4,1,5,2,0,2,154,24,178
KARNATAKA,2005,Educational Standard - Post-Graduate,23,6,29,33,3,36,1,0,1,1,0,1,58,9,67
KARNATAKA,2005,Educational Standard - Holding technical degree/diploma etc,103,11,114,58,6,64,2,0,2,7,0,7,170,17,187
KARNATAKA,2006,Educational Standard,3667,185,3852,8338,311,8649,165,10,175,24,0,24,12194,506,12700
KARNATAKA,2006,Educational Standard - Illiterate,1068,52,1120,2978,94,3072,69,3,72,8,0,8,4123,149,4272
KARNATAKA,2006,Educational Standard - Below Class X,1794,83,1877,4437,169,4606,52,4,56,6,0,6,6289,256,6545
KARNATAKA,2006,Educational Standard - Class X and above but below graduate,583,19,602,743,27,770,34,2,36,3,0,3,1363,48,1411
KARNATAKA,2006,Educational Standard - Graduate,87,17,104,76,13,89,6,1,7,4,0,4,173,31,204
KARNATAKA,2006,Educational Standard - Post-Graduate,27,9,36,41,3,44,2,0,2,3,0,3,73,12,85
KARNATAKA,2006,Educational Standard - Holding technical degree/diploma etc,108,5,113,63,5,68,2,0,2,0,0,0,173,10,183
KARNATAKA,2007,Educational Standard,3660,170,3830,8694,352,9046,10,0,10,160,6,166,12524,528,13052
KARNATAKA,2007,Educational Standard - Illiterate,1058,51,1109,3012,104,3116,3,0,3,72,2,74,4145,157,4302
KARNATAKA,2007,Educational Standard - Below Class X,1743,64,1807,4611,191,4802,2,0,2,49,3,52,6405,258,6663
KARNATAKA,2007,Educational Standard - Class X and above but below graduate,601,21,622,825,27,852,3,0,3,27,1,28,1456,49,1505
KARNATAKA,2007,Educational Standard - Graduate,103,19,122,91,17,108,1,0,1,7,0,7,202,36,238
KARNATAKA,2007,Educational Standard - Post-Graduate,34,13,47,71,6,77,1,0,1,2,0,2,108,19,127
KARNATAKA,2007,Educational Standard - Holding technical degree/diploma etc,121,2,123,84,7,91,0,0,0,3,0,3,208,9,217
KARNATAKA,2008,Educational Standard,3780,179,3959,9054,354,9408,0,1,1,156,14,170,12990,548,13538
KARNATAKA,2008,Educational Standard - Illiterate,1097,51,1148,3263,103,3366,0,1,1,68,9,77,4428,164,4592
KARNATAKA,2008,Educational Standard - Below Class X,1773,66,1839,4697,193,4890,0,0,0,48,3,51,6518,262,6780
KARNATAKA,2008,Educational Standard - Class X and above but below graduate,631,27,658,829,28,857,0,0,0,28,1,29,1488,56,1544
KARNATAKA,2008,Educational Standard - Graduate,117,21,138,97,17,114,0,0,0,7,0,7,221,38,259
KARNATAKA,2008,Educational Standard - Post-Graduate,38,13,51,77,6,83,0,0,0,2,0,2,117,19,136
KARNATAKA,2008,Educational Standard - Holding technical degree/diploma etc,124,1,125,91,7,98,0,0,0,3,1,4,218,9,227
KARNATAKA,2009,Educational Standard,3567,151,3718,8960,361,9321,16,1,17,174,11,185,12717,524,13241
KARNATAKA,2009,Educational Standard - Illiterate,1168,38,1206,3161,107,3268,7,1,8,76,7,83,4412,153,4565
KARNATAKA,2009,Educational Standard - Below Class X,1485,51,1536,4703,195,4898,0,0,0,51,2,53,6239,248,6487
KARNATAKA,2009,Educational Standard - Class X and above but below graduate,631,27,658,831,28,859,4,0,4,32,1,33,1498,56,1554
KARNATAKA,2009,Educational Standard - Graduate,121,21,142,97,17,114,4,0,4,7,0,7,229,38,267
KARNATAKA,2009,Educational Standard - Post-Graduate,38,13,51,77,7,84,0,0,0,4,0,4,119,20,139
KARNATAKA,2009,Educational Standard - Holding technical degree/diploma etc,124,1,125,91,7,98,1,0,1,4,1,5,220,9,229
KARNATAKA,2010,Educational Standard,3758,165,3923,8476,300,8776,10,2,12,176,2,178,12420,469,12889
KARNATAKA,2010,Educational Standard - Illiterate,1295,46,1341,2894,97,2991,4,1,5,78,1,79,4271,145,4416
KARNATAKA,2010,Educational Standard - Below Class X,1551,54,1605,4478,151,4629,0,1,1,51,1,52,6080,207,6287
KARNATAKA,2010,Educational Standard - Class X and above but below graduate,631,31,662,807,21,828,3,0,3,32,0,32,1473,52,1525
KARNATAKA,2010,Educational Standard - Graduate,124,21,145,103,17,120,2,0,2,7,0,7,236,38,274
KARNATAKA,2010,Educational Standard - Post-Graduate,36,11,47,98,7,105,0,0,0,4,0,4,138,18,156
KARNATAKA,2010,Educational Standard - Holding technical degree/diploma etc,121,2,123,96,7,103,1,0,1,4,0,4,222,9,231
KARNATAKA,2011,Educational Standard,4033,188,4221,7960,326,8286,6,0,6,144,9,153,12143,523,12666
KARNATAKA,2011,Educational Standard - Illiterate,1433,54,1487,2634,127,2761,4,0,4,67,5,72,4138,186,4324
KARNATAKA,2011,Educational Standard - Below Class X,1684,61,1745,4189,141,4330,0,0,0,46,2,48,5919,204,6123
KARNATAKA,2011,Educational Standard - Class X and above but below graduate,629,37,666,798,28,826,2,0,2,23,2,25,1452,67,1519
KARNATAKA,2011,Educational Standard - Graduate,124,23,147,126,17,143,0,0,0,6,0,6,256,40,296
KARNATAKA,2011,Educational Standard - Post-Graduate,39,11,50,117,7,124,0,0,0,2,0,2,158,18,176
KARNATAKA,2011,Educational Standard - Holding technical degree/diploma etc,124,2,126,96,6,102,0,0,0,0,0,0,220,8,228
KARNATAKA,2012,Educational Standard,3913,187,4100,8572,368,8940,94,3,97,0,0,0,12579,558,13137
KARNATAKA,2012,Educational Standard - Illiterate,1332,57,1389,2786,156,2942,52,1,53,0,0,0,4170,214,4384
KARNATAKA,2012,Educational Standard - Below Class X,1609,62,1671,4373,147,4520,25,1,26,0,0,0,6007,210,6217
KARNATAKA,2012,Educational Standard - Class X and above but below graduate,641,31,672,841,37,878,11,1,12,0,0,0,1493,69,1562
KARNATAKA,2012,Educational Standard - Graduate,137,21,158,288,16,304,3,0,3,0,0,0,428,37,465
KARNATAKA,2012,Educational Standard - Post-Graduate,57,13,70,141,6,147,0,0,0,0,0,0,198,19,217
KARNATAKA,2012,Educational Standard - Holding technical degree/diploma etc,137,3,140,143,6,149,3,0,3,0,0,0,283,9,292
KERALA,2001,Educational Standard,1750,67,1817,3416,111,3527,19,0,19,13,0,13,5198,178,5376
KERALA,2001,Educational Standard - Illiterate,232,24,256,1028,40,1068,4,0,4,3,0,3,1267,64,1331
KERALA,2001,Educational Standard - Below Class X,1180,38,1218,1942,58,2000,5,0,5,10,0,10,3137,96,3233
KERALA,2001,Educational Standard - Class X and above but below graduate,308,5,313,402,13,415,10,0,10,0,0,0,720,18,738
KERALA,2001,Educational Standard - Graduate,25,0,25,30,0,30,0,0,0,0,0,0,55,0,55
KERALA,2001,Educational Standard - Post-Graduate,5,0,5,14,0,14,0,0,0,0,0,0,19,0,19
KERALA,2001,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,2002,Educational Standard,1661,50,1711,3321,137,3458,12,0,12,7,0,7,5001,187,5188
KERALA,2002,Educational Standard - Illiterate,204,10,214,952,38,990,0,0,0,0,0,0,1156,48,1204
KERALA,2002,Educational Standard - Below Class X,1186,31,1217,1925,82,2007,12,0,12,6,0,6,3129,113,3242
KERALA,2002,Educational Standard - Class X and above but below graduate,233,9,242,402,17,419,0,0,0,1,0,1,636,26,662
KERALA,2002,Educational Standard - Graduate,20,0,20,32,0,32,0,0,0,0,0,0,52,0,52
KERALA,2002,Educational Standard - Post-Graduate,12,0,12,6,0,6,0,0,0,0,0,0,18,0,18
KERALA,2002,Educational Standard - Holding technical degree/diploma etc,6,0,6,4,0,4,0,0,0,0,0,0,10,0,10
KERALA,2003,Educational Standard,2125,67,2192,4122,136,4258,8,0,8,6,0,6,6261,203,6464
KERALA,2003,Educational Standard - Illiterate,295,18,313,1152,40,1192,0,0,0,0,0,0,1447,58,1505
KERALA,2003,Educational Standard - Below Class X,1436,47,1483,2229,87,2316,0,0,0,6,0,6,3671,134,3805
KERALA,2003,Educational Standard - Class X and above but below graduate,298,2,300,669,9,678,8,0,8,0,0,0,975,11,986
KERALA,2003,Educational Standard - Graduate,32,0,32,40,0,40,0,0,0,0,0,0,72,0,72
KERALA,2003,Educational Standard - Post-Graduate,30,0,30,11,0,11,0,0,0,0,0,0,41,0,41
KERALA,2003,Educational Standard - Holding technical degree/diploma etc,34,0,34,21,0,21,0,0,0,0,0,0,55,0,55
KERALA,2004,Educational Standard,2696,84,2780,4246,154,4400,8,0,8,6,0,6,6956,238,7194
KERALA,2004,Educational Standard - Illiterate,295,18,313,1216,56,1272,0,0,0,0,0,0,1511,74,1585
KERALA,2004,Educational Standard - Below Class X,1636,57,1693,2273,89,2362,0,0,0,6,0,6,3915,146,4061
KERALA,2004,Educational Standard - Class X and above but below graduate,598,9,607,692,9,701,8,0,8,0,0,0,1298,18,1316
KERALA,2004,Educational Standard - Graduate,82,0,82,40,0,40,0,0,0,0,0,0,122,0,122
KERALA,2004,Educational Standard - Post-Graduate,46,0,46,11,0,11,0,0,0,0,0,0,57,0,57
KERALA,2004,Educational Standard - Holding technical degree/diploma etc,39,0,39,14,0,14,0,0,0,0,0,0,53,0,53
KERALA,2005,Educational Standard,2729,77,2806,3918,124,4042,13,0,13,2,0,2,6662,201,6863
KERALA,2005,Educational Standard - Illiterate,281,14,295,988,48,1036,0,0,0,0,0,0,1269,62,1331
KERALA,2005,Educational Standard - Below Class X,1667,59,1726,2181,71,2252,0,0,0,2,0,2,3850,130,3980
KERALA,2005,Educational Standard - Class X and above but below graduate,599,4,603,686,5,691,0,0,0,0,0,0,1285,9,1294
KERALA,2005,Educational Standard - Graduate,88,0,88,38,0,38,13,0,13,0,0,0,139,0,139
KERALA,2005,Educational Standard - Post-Graduate,49,0,49,9,0,9,0,0,0,0,0,0,58,0,58
KERALA,2005,Educational Standard - Holding technical degree/diploma etc,45,0,45,16,0,16,0,0,0,0,0,0,61,0,61
KERALA,2006,Educational Standard,2812,64,2876,3494,125,3619,5,0,5,4,0,4,6315,189,6504
KERALA,2006,Educational Standard - Illiterate,696,18,714,632,32,664,0,0,0,1,0,1,1329,50,1379
KERALA,2006,Educational Standard - Below Class X,1133,42,1175,1934,77,2011,2,0,2,1,0,1,3070,119,3189
KERALA,2006,Educational Standard - Class X and above but below graduate,712,4,716,767,14,781,3,0,3,2,0,2,1484,18,1502
KERALA,2006,Educational Standard - Graduate,226,0,226,142,1,143,0,0,0,0,0,0,368,1,369
KERALA,2006,Educational Standard - Post-Graduate,31,0,31,11,0,11,0,0,0,0,0,0,42,0,42
KERALA,2006,Educational Standard - Holding technical degree/diploma etc,14,0,14,8,1,9,0,0,0,0,0,0,22,1,23
KERALA,2007,Educational Standard,2858,58,2916,3662,125,3787,32,0,32,7,0,7,6559,183,6742
KERALA,2007,Educational Standard - Illiterate,429,14,443,712,32,744,10,0,10,0,0,0,1151,46,1197
KERALA,2007,Educational Standard - Below Class X,1576,29,1605,1964,78,2042,12,0,12,2,0,2,3554,107,3661
KERALA,2007,Educational Standard - Class X and above but below graduate,669,10,679,793,14,807,8,0,8,5,0,5,1475,24,1499
KERALA,2007,Educational Standard - Graduate,141,3,144,173,1,174,2,0,2,0,0,0,316,4,320
KERALA,2007,Educational Standard - Post-Graduate,21,0,21,13,0,13,0,0,0,0,0,0,34,0,34
KERALA,2007,Educational Standard - Holding technical degree/diploma etc,22,2,24,7,0,7,0,0,0,0,0,0,29,2,31
KERALA,2008,Educational Standard,2696,54,2750,3806,128,3934,41,0,41,7,0,7,6550,182,6732
KERALA,2008,Educational Standard - Illiterate,258,11,269,947,22,969,10,0,10,0,0,0,1215,33,1248
KERALA,2008,Educational Standard - Below Class X,1410,35,1445,1693,102,1795,18,0,18,2,0,2,3123,137,3260
KERALA,2008,Educational Standard - Class X and above but below graduate,825,6,831,836,3,839,10,0,10,5,0,5,1676,9,1685
KERALA,2008,Educational Standard - Graduate,86,2,88,188,1,189,3,0,3,0,0,0,277,3,280
KERALA,2008,Educational Standard - Post-Graduate,19,0,19,15,0,15,0,0,0,0,0,0,34,0,34
KERALA,2008,Educational Standard - Holding technical degree/diploma etc,98,0,98,127,0,127,0,0,0,0,0,0,225,0,225
KERALA,2009,Educational Standard,2767,53,2820,3925,153,4078,70,0,70,3,0,3,6765,206,6971
KERALA,2009,Educational Standard - Illiterate,402,29,431,599,48,647,22,0,22,0,0,0,1023,77,1100
KERALA,2009,Educational Standard - Below Class X,1528,17,1545,2200,85,2285,34,0,34,0,0,0,3762,102,3864
KERALA,2009,Educational Standard - Class X and above but below graduate,672,6,678,998,13,1011,12,0,12,3,0,3,1685,19,1704
KERALA,2009,Educational Standard - Graduate,132,1,133,95,5,100,2,0,2,0,0,0,229,6,235
KERALA,2009,Educational Standard - Post-Graduate,8,0,8,7,0,7,0,0,0,0,0,0,15,0,15
KERALA,2009,Educational Standard - Holding technical degree/diploma etc,25,0,25,26,2,28,0,0,0,0,0,0,51,2,53
KERALA,2010,Educational Standard,2734,50,2784,3737,162,3899,6,0,6,3,0,3,6480,212,6692
KERALA,2010,Educational Standard - Illiterate,253,27,280,352,36,388,0,0,0,0,0,0,605,63,668
KERALA,2010,Educational Standard - Below Class X,1551,16,1567,2219,89,2308,6,0,6,3,0,3,3779,105,3884
KERALA,2010,Educational Standard - Class X and above but below graduate,754,6,760,1060,29,1089,0,0,0,0,0,0,1814,35,1849
KERALA,2010,Educational Standard - Graduate,140,1,141,69,5,74,0,0,0,0,0,0,209,6,215
KERALA,2010,Educational Standard - Post-Graduate,10,0,10,7,0,7,0,0,0,0,0,0,17,0,17
KERALA,2010,Educational Standard - Holding technical degree/diploma etc,26,0,26,30,3,33,0,0,0,0,0,0,56,3,59
KERALA,2011,Educational Standard,2386,55,2441,3660,115,3775,8,0,8,3,2,5,6057,172,6229
KERALA,2011,Educational Standard - Illiterate,233,27,260,347,37,384,0,0,0,0,0,0,580,64,644
KERALA,2011,Educational Standard - Below Class X,1277,21,1298,2158,46,2204,0,0,0,0,0,0,3435,67,3502
KERALA,2011,Educational Standard - Class X and above but below graduate,724,6,730,1062,27,1089,6,0,6,2,2,4,1794,35,1829
KERALA,2011,Educational Standard - Graduate,120,1,121,59,5,64,2,0,2,1,0,1,182,6,188
KERALA,2011,Educational Standard - Post-Graduate,10,0,10,18,0,18,0,0,0,0,0,0,28,0,28
KERALA,2011,Educational Standard - Holding technical degree/diploma etc,22,0,22,16,0,16,0,0,0,0,0,0,38,0,38
KERALA,2012,Educational Standard,2710,56,2766,4020,145,4165,9,0,9,4,3,7,6743,204,6947
KERALA,2012,Educational Standard - Illiterate,333,26,359,408,52,460,0,0,0,0,0,0,741,78,819
KERALA,2012,Educational Standard - Below Class X,1496,22,1518,2262,38,2300,0,0,0,0,0,0,3758,60,3818
KERALA,2012,Educational Standard - Class X and above but below graduate,725,8,733,1172,21,1193,5,0,5,2,0,2,1904,29,1933
KERALA,2012,Educational Standard - Graduate,122,0,122,101,32,133,4,0,4,2,3,5,229,35,264
KERALA,2012,Educational Standard - Post-Graduate,11,0,11,60,2,62,0,0,0,0,0,0,71,2,73
KERALA,2012,Educational Standard - Holding technical degree/diploma etc,23,0,23,17,0,17,0,0,0,0,0,0,40,0,40
MADHYA PRADESH,2001,Educational Standard,11933,262,12195,16382,455,16837,16,0,16,39,0,39,28370,717,29087
MADHYA PRADESH,2001,Educational Standard - Illiterate,4842,188,5030,6764,299,7063,2,0,2,15,0,15,11623,487,12110
MADHYA PRADESH,2001,Educational Standard - Below Class X,5028,64,5092,6733,136,6869,9,0,9,10,0,10,11780,200,11980
MADHYA PRADESH,2001,Educational Standard - Class X and above but below graduate,1554,9,1563,2269,17,2286,5,0,5,14,0,14,3842,26,3868
